File_name,Prompt_no,Task_backup,annotation,Dashboard_version,Algorithm,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
p1741_1_v0.0.5_pd230208.png,1741,Controlled single object,True,v0.0.5_pd230208,Dalle,1741,a book,book,True,Controlled single object,,,
p1757_1_v0.0.5_pd230208.png,1757,Controlled single object,True,v0.0.5_pd230208,Dalle,1757,a carrot,carrot,True,Controlled single object,,,
p1765_1_v0.0.5_pd230208.png,1765,Controlled single object,True,v0.0.5_pd230208,Dalle,1765,an apple,apple,True,Controlled single object,,,
p1767_1_v0.0.5_pd230208.png,1767,Controlled single object,True,v0.0.5_pd230208,Dalle,1767,a carrot,carrot,True,Controlled single object,,,
p1797_1_v0.0.5_pd230208.png,1797,Controlled single object,True,v0.0.5_pd230208,Dalle,1797,a carrot,carrot,True,Controlled single object,,,
p1796_1_v0.0.5_pd230208.png,1796,Controlled single object,True,v0.0.5_pd230208,Dalle,1796,a bottle,bottle,True,Controlled single object,,,
p1803_1_v0.0.5_pd230208.png,1803,Single object,True,v0.0.5_pd230208,Dalle,1803,cabinet,cabinet,True,Single object,,,
p1717_1_v0.0.5_pd230208.png,1717,Controlled single object,True,v0.0.5_pd230208,Dalle,1717,a remote,remote,True,Controlled single object,,,
p1722_1_v0.0.5_pd230208.png,1722,Controlled single object,True,v0.0.5_pd230208,Dalle,1722,a spoon,spoon,True,Controlled single object,,,
p1728_1_v0.0.5_pd230208.png,1728,Controlled single object,True,v0.0.5_pd230208,Dalle,1728,a bird,bird,True,Controlled single object,,,
p1731_1_v0.0.5_pd230208.png,1731,Controlled single object,True,v0.0.5_pd230208,Dalle,1731,a book,book,True,Controlled single object,,,
p1737_1_v0.0.5_pd230208.png,1737,Controlled single object,True,v0.0.5_pd230208,Dalle,1737,a remote,remote,True,Controlled single object,,,
p1740_1_v0.0.5_pd230208.png,1740,Controlled single object,True,v0.0.5_pd230208,Dalle,1740,a surfboard,surfboard,True,Controlled single object,,,
p1742_1_v0.0.5_pd230208.png,1742,Controlled single object,True,v0.0.5_pd230208,Dalle,1742,a spoon,spoon,True,Controlled single object,,,
p1755_1_v0.0.5_pd230208.png,1755,Controlled single object,True,v0.0.5_pd230208,Dalle,1755,an apple,apple,True,Controlled single object,,,
p1756_1_v0.0.5_pd230208.png,1756,Controlled single object,True,v0.0.5_pd230208,Dalle,1756,a bottle,bottle,True,Controlled single object,,,
p1705_1_v0.0.5_pd230208.png,1705,Controlled single object,True,v0.0.5_pd230208,Dalle,1705,an orange,orange,True,Controlled single object,,,
p1777_1_v0.0.5_pd230208.png,1777,Controlled single object,True,v0.0.5_pd230208,Dalle,1777,a carrot,carrot,True,Controlled single object,,,
p1781_1_v0.0.5_pd230208.png,1781,Controlled single object,True,v0.0.5_pd230208,Dalle,1781,a backpack,backpack,True,Controlled single object,,,
p1786_1_v0.0.5_pd230208.png,1786,Controlled single object,True,v0.0.5_pd230208,Dalle,1786,a bottle,bottle,True,Controlled single object,,,
p1791_1_v0.0.5_pd230208.png,1791,Controlled single object,True,v0.0.5_pd230208,Dalle,1791,a backpack,backpack,True,Controlled single object,,,
p1805_1_v0.0.5_pd230208.png,1805,Single object,True,v0.0.5_pd230208,Dalle,1805,mug,mug,True,Single object,,,
p1813_1_v0.0.5_pd230208.png,1813,Single object,True,v0.0.5_pd230208,Dalle,1813,toothbrush,toothbrush,True,Single object,,,
p1711_1_v0.0.5_pd230208.png,1711,Controlled single object,True,v0.0.5_pd230208,Dalle,1711,a book,book,True,Controlled single object,,,
p1713_1_v0.0.5_pd230208.png,1713,Controlled single object,True,v0.0.5_pd230208,Dalle,1713,a hat,hat,True,Controlled single object,,,
p1726_1_v0.0.5_pd230208.png,1726,Controlled single object,True,v0.0.5_pd230208,Dalle,1726,a cup,cup,True,Controlled single object,,,
p1733_1_v0.0.5_pd230208.png,1733,Controlled single object,True,v0.0.5_pd230208,Dalle,1733,a hat,hat,True,Controlled single object,,,
p1746_1_v0.0.5_pd230208.png,1746,Controlled single object,True,v0.0.5_pd230208,Dalle,1746,a cup,cup,True,Controlled single object,,,
p1752_1_v0.0.5_pd230208.png,1752,Controlled single object,True,v0.0.5_pd230208,Dalle,1752,a bowl,bowl,True,Controlled single object,,,
p1768_1_v0.0.5_pd230208.png,1768,Controlled single object,True,v0.0.5_pd230208,Dalle,1768,an umbrella,umbrella,True,Controlled single object,,,
p1772_1_v0.0.5_pd230208.png,1772,Controlled single object,True,v0.0.5_pd230208,Dalle,1772,a bowl,bowl,True,Controlled single object,,,
p1776_1_v0.0.5_pd230208.png,1776,Controlled single object,True,v0.0.5_pd230208,Dalle,1776,a bottle,bottle,True,Controlled single object,,,
p1783_1_v0.0.5_pd230208.png,1783,Controlled single object,True,v0.0.5_pd230208,Dalle,1783,a shoe,shoe,True,Controlled single object,,,
p1784_1_v0.0.5_pd230208.png,1784,Controlled single object,True,v0.0.5_pd230208,Dalle,1784,a donut,donut,True,Controlled single object,,,
p1808_1_v0.0.5_pd230208.png,1808,Single object,True,v0.0.5_pd230208,Dalle,1808,ring,ring,True,Single object,,,
p1820_1_v0.0.5_pd230208.png,1820,Single object,True,v0.0.5_pd230208,Dalle,1820,star,star,True,Single object,,,
p1826_1_v0.0.5_pd230208.png,1826,Single object,True,v0.0.5_pd230208,Dalle,1826,car,car,True,Single object,,,
p1735_1_v0.0.5_pd230208.png,1735,Controlled single object,True,v0.0.5_pd230208,Dalle,1735,an orange,orange,True,Controlled single object,,,
p1747_1_v0.0.5_pd230208.png,1747,Controlled single object,True,v0.0.5_pd230208,Dalle,1747,a remote,remote,True,Controlled single object,,,
p1748_1_v0.0.5_pd230208.png,1748,Controlled single object,True,v0.0.5_pd230208,Dalle,1748,a bird,bird,True,Controlled single object,,,
p1753_1_v0.0.5_pd230208.png,1753,Controlled single object,False,v0.0.5_pd230208,Dalle,1753,a shoe,shoe,True,Controlled single object,,,
p1754_1_v0.0.5_pd230208.png,1754,Controlled single object,True,v0.0.5_pd230208,Dalle,1754,a donut,donut,True,Controlled single object,,,
p1761_1_v0.0.5_pd230208.png,1761,Controlled single object,True,v0.0.5_pd230208,Dalle,1761,a backpack,backpack,True,Controlled single object,,,
p1759_1_v0.0.5_pd230208.png,1759,Controlled single object,True,v0.0.5_pd230208,Dalle,1759,a sandwich,sandwich,True,Controlled single object,,,
p1771_1_v0.0.5_pd230208.png,1771,Controlled single object,True,v0.0.5_pd230208,Dalle,1771,a backpack,backpack,True,Controlled single object,,,
p1782_1_v0.0.5_pd230208.png,1782,Controlled single object,True,v0.0.5_pd230208,Dalle,1782,a bowl,bowl,True,Controlled single object,,,
p1785_1_v0.0.5_pd230208.png,1785,Controlled single object,True,v0.0.5_pd230208,Dalle,1785,an apple,apple,True,Controlled single object,,,
p1818_1_v0.0.5_pd230208.png,1818,Single object,True,v0.0.5_pd230208,Dalle,1818,dove,dove,True,Single object,,,
p1823_1_v0.0.5_pd230208.png,1823,Single object,True,v0.0.5_pd230208,Dalle,1823,moon,moon,True,Single object,,,
p1750_1_v0.0.5_pd230208.png,1750,Controlled single object,True,v0.0.5_pd230208,Dalle,1750,a surfboard,surfboard,True,Controlled single object,,,
p1751_1_v0.0.5_pd230208.png,1751,Controlled single object,True,v0.0.5_pd230208,Dalle,1751,a backpack,backpack,True,Controlled single object,,,
p1762_1_v0.0.5_pd230208.png,1762,Controlled single object,True,v0.0.5_pd230208,Dalle,1762,a bowl,bowl,True,Controlled single object,,,
p1775_1_v0.0.5_pd230208.png,1775,Controlled single object,True,v0.0.5_pd230208,Dalle,1775,an apple,apple,True,Controlled single object,,,
p1799_1_v0.0.5_pd230208.png,1799,Controlled single object,True,v0.0.5_pd230208,Dalle,1799,a sandwich,sandwich,True,Controlled single object,,,
p1809_1_v0.0.5_pd230208.png,1809,Single object,True,v0.0.5_pd230208,Dalle,1809,house,house,True,Single object,,,
p1812_1_v0.0.5_pd230208.png,1812,Single object,True,v0.0.5_pd230208,Dalle,1812,flashlight,flashlight,True,Single object,,,
p1708_1_v0.0.5_pd230208.png,1708,Controlled single object,True,v0.0.5_pd230208,Dalle,1708,a bird,bird,True,Controlled single object,,,
p1709_1_v0.0.5_pd230208.png,1709,Controlled single object,True,v0.0.5_pd230208,Dalle,1709,a fire hydrant,fire hydrant,True,Controlled single object,,,
p1718_1_v0.0.5_pd230208.png,1718,Controlled single object,True,v0.0.5_pd230208,Dalle,1718,a bird,bird,True,Controlled single object,,,
p1817_1_v0.0.5_pd230208.png,1817,Single object,True,v0.0.5_pd230208,Dalle,1817,sky,sky,True,Single object,,,
p1822_1_v0.0.5_pd230208.png,1822,Single object,True,v0.0.5_pd230208,Dalle,1822,whale,whale,True,Single object,,,
p1745_1_v0.0.5_pd230208.png,1745,Controlled single object,True,v0.0.5_pd230208,Dalle,1745,an orange,orange,True,Controlled single object,,,
p1743_1_v0.0.5_pd230208.png,1743,Controlled single object,True,v0.0.5_pd230208,Dalle,1743,a hat,hat,True,Controlled single object,,,
p1703_1_v0.0.5_pd230208.png,1703,Controlled single object,True,v0.0.5_pd230208,Dalle,1703,a hat,hat,True,Controlled single object,,,
p1787_1_v0.0.5_pd230208.png,1787,Controlled single object,True,v0.0.5_pd230208,Dalle,1787,a carrot,carrot,True,Controlled single object,,,
p1789_1_v0.0.5_pd230208.png,1789,Controlled single object,True,v0.0.5_pd230208,Dalle,1789,a sandwich,sandwich,True,Controlled single object,,,
p1793_1_v0.0.5_pd230208.png,1793,Controlled single object,True,v0.0.5_pd230208,Dalle,1793,a shoe,shoe,True,Controlled single object,,,
p1794_1_v0.0.5_pd230208.png,1794,Controlled single object,True,v0.0.5_pd230208,Dalle,1794,a donut,donut,True,Controlled single object,,,
p1807_1_v0.0.5_pd230208.png,1807,Single object,True,v0.0.5_pd230208,Dalle,1807,snowflake,snowflake,True,Single object,,,
p1811_1_v0.0.5_pd230208.png,1811,Single object,True,v0.0.5_pd230208,Dalle,1811,lamp,lamp,True,Single object,,,
p1825_1_v0.0.5_pd230208.png,1825,Single object,True,v0.0.5_pd230208,Dalle,1825,apple,apple,True,Single object,,,
p1828_1_v0.0.5_pd230208.png,1828,Single object,False,v0.0.5_pd230208,Dalle,1828,lemon,lemon,True,Single object,,,
p1723_1_v0.0.5_pd230208.png,1723,Controlled single object,True,v0.0.5_pd230208,Dalle,1723,a hat,hat,True,Controlled single object,,,
p1729_1_v0.0.5_pd230208.png,1729,Controlled single object,True,v0.0.5_pd230208,Dalle,1729,a fire hydrant,fire hydrant,True,Controlled single object,,,
p1739_1_v0.0.5_pd230208.png,1739,Controlled single object,True,v0.0.5_pd230208,Dalle,1739,a fire hydrant,fire hydrant,True,Controlled single object,,,
p1764_1_v0.0.5_pd230208.png,1764,Controlled single object,True,v0.0.5_pd230208,Dalle,1764,a donut,donut,True,Controlled single object,,,
p1798_1_v0.0.5_pd230208.png,1798,Controlled single object,True,v0.0.5_pd230208,Dalle,1798,an umbrella,umbrella,True,Controlled single object,,,
p1802_1_v0.0.5_pd230208.png,1802,Single object,True,v0.0.5_pd230208,Dalle,1802,blanket,blanket,True,Single object,,,
p1815_1_v0.0.5_pd230208.png,1815,Single object,True,v0.0.5_pd230208,Dalle,1815,candy,candy,True,Single object,,,
p1715_1_v0.0.5_pd230208.png,1715,Controlled single object,True,v0.0.5_pd230208,Dalle,1715,an orange,orange,True,Controlled single object,,,
p1763_1_v0.0.5_pd230208.png,1763,Controlled single object,True,v0.0.5_pd230208,Dalle,1763,a shoe,shoe,True,Controlled single object,,,
p1778_1_v0.0.5_pd230208.png,1778,Controlled single object,False,v0.0.5_pd230208,Dalle,1778,an umbrella,umbrella,True,Controlled single object,,,
p1779_1_v0.0.5_pd230208.png,1779,Controlled single object,True,v0.0.5_pd230208,Dalle,1779,a sandwich,sandwich,True,Controlled single object,,,
p1788_1_v0.0.5_pd230208.png,1788,Controlled single object,True,v0.0.5_pd230208,Dalle,1788,an umbrella,umbrella,True,Controlled single object,,,
p1810_1_v0.0.5_pd230208.png,1810,Single object,True,v0.0.5_pd230208,Dalle,1810,jar,jar,True,Single object,,,
p1769_1_v0.0.5_pd230208.png,1769,Controlled single object,True,v0.0.5_pd230208,Dalle,1769,a sandwich,sandwich,True,Controlled single object,,,
p1773_1_v0.0.5_pd230208.png,1773,Controlled single object,True,v0.0.5_pd230208,Dalle,1773,a shoe,shoe,True,Controlled single object,,,
p1774_1_v0.0.5_pd230208.png,1774,Controlled single object,True,v0.0.5_pd230208,Dalle,1774,a donut,donut,True,Controlled single object,,,
p1800_1_v0.0.5_pd230208.png,1800,Controlled single object,True,v0.0.5_pd230208,Dalle,1800,a cow,cow,True,Controlled single object,,,
p1795_1_v0.0.5_pd230208.png,1795,Controlled single object,True,v0.0.5_pd230208,Dalle,1795,an apple,apple,True,Controlled single object,,,
p1801_1_v0.0.5_pd230208.png,1801,Single object,True,v0.0.5_pd230208,Dalle,1801,strawberry,strawberry,True,Single object,,,
p1806_1_v0.0.5_pd230208.png,1806,Single object,True,v0.0.5_pd230208,Dalle,1806,building,building,True,Single object,,,
p1710_1_v0.0.5_pd230208.png,1710,Controlled single object,True,v0.0.5_pd230208,Dalle,1710,a surfboard,surfboard,True,Controlled single object,,,
p1816_1_v0.0.5_pd230208.png,1816,Single object,True,v0.0.5_pd230208,Dalle,1816,pillow,pillow,True,Single object,,,
p1749_1_v0.0.5_pd230208.png,1749,Controlled single object,True,v0.0.5_pd230208,Dalle,1749,a fire hydrant,fire hydrant,True,Controlled single object,,,
p1792_1_v0.0.5_pd230208.png,1792,Controlled single object,True,v0.0.5_pd230208,Dalle,1792,a bowl,bowl,True,Controlled single object,,,
p1814_1_v0.0.5_pd230208.png,1814,Single object,True,v0.0.5_pd230208,Dalle,1814,boat,boat,True,Single object,,,
p1730_1_v0.0.5_pd230208.png,1730,Controlled single object,True,v0.0.5_pd230208,Dalle,1730,a surfboard,surfboard,True,Controlled single object,,,
p1780_1_v0.0.5_pd230208.png,1780,Controlled single object,True,v0.0.5_pd230208,Dalle,1780,a cow,cow,True,Controlled single object,,,
p1819_1_v0.0.5_pd230208.png,1819,Single object,True,v0.0.5_pd230208,Dalle,1819,ocean,ocean,True,Single object,,,
p1824_1_v0.0.5_pd230208.png,1824,Single object,True,v0.0.5_pd230208,Dalle,1824,sheep,sheep,True,Single object,,,
p1720_1_v0.0.5_pd230208.png,1720,Controlled single object,True,v0.0.5_pd230208,Dalle,1720,a surfboard,surfboard,True,Controlled single object,,,
p1738_1_v0.0.5_pd230208.png,1738,Controlled single object,True,v0.0.5_pd230208,Dalle,1738,a bird,bird,True,Controlled single object,,,
p1770_1_v0.0.5_pd230208.png,1770,Controlled single object,True,v0.0.5_pd230208,Dalle,1770,a cow,cow,True,Controlled single object,,,
p1758_1_v0.0.5_pd230208.png,1758,Controlled single object,True,v0.0.5_pd230208,Dalle,1758,an umbrella,umbrella,True,Controlled single object,,,
p1821_1_v0.0.5_pd230208.png,1821,Single object,True,v0.0.5_pd230208,Dalle,1821,fish,fish,True,Single object,,,
p1760_1_v0.0.5_pd230208.png,1760,Controlled single object,True,v0.0.5_pd230208,Dalle,1760,a cow,cow,True,Controlled single object,,,
p1829_1_v0.0.5_pd230208.png,1829,Single object,True,v0.0.5_pd230208,Dalle,1829,sword,sword,True,Single object,,,
p1804_1_v0.0.5_pd230208.png,1804,Single object,True,v0.0.5_pd230208,Dalle,1804,carpet,carpet,True,Single object,,,
p1719_1_v0.0.5_pd230208.png,1719,Controlled single object,True,v0.0.5_pd230208,Dalle,1719,a fire hydrant,fire hydrant,True,Controlled single object,,,
p1790_1_v0.0.5_pd230208.png,1790,Controlled single object,True,v0.0.5_pd230208,Dalle,1790,a cow,cow,True,Controlled single object,,,
p1831_1_v0.0.5_pd230208.png,1831,Single object,True,v0.0.5_pd230208,Dalle,1831,cloud,cloud,True,Single object,,,
p1827_1_v0.0.5_pd230208.png,1827,Single object,True,v0.0.5_pd230208,Dalle,1827,skyscraper,skyscraper,True,Single object,,,
p1871_1_v0.0.5_pd230208.png,1871,Single object,True,v0.0.5_pd230208,Dalle,1871,screwdriver,screwdriver,True,Single object,,,
p1855_1_v0.0.5_pd230208.png,1855,Single object,True,v0.0.5_pd230208,Dalle,1855,desk,desk,True,Single object,,,
p1836_1_v0.0.5_pd230208.png,1836,Single object,True,v0.0.5_pd230208,Dalle,1836,knife,knife,True,Single object,,,
p1848_1_v0.0.5_pd230208.png,1848,Single object,True,v0.0.5_pd230208,Dalle,1848,light bulb,light bulb,True,Single object,,,
p1850_1_v0.0.5_pd230208.png,1850,Single object,True,v0.0.5_pd230208,Dalle,1850,ladder,ladder,True,Single object,,,
p1841_1_v0.0.5_pd230208.png,1841,Single object,True,v0.0.5_pd230208,Dalle,1841,headphones,headphones,True,Single object,,,
p1830_1_v0.0.5_pd230208.png,1830,Single object,True,v0.0.5_pd230208,Dalle,1830,violin,violin,True,Single object,,,
p1872_1_v0.0.5_pd230208.png,1872,Single object,True,v0.0.5_pd230208,Dalle,1872,pencil,pencil,True,Single object,,,
p1877_1_v0.0.5_pd230208.png,1877,Single object,True,v0.0.5_pd230208,Dalle,1877,candle,candle,True,Single object,,,
p1854_1_v0.0.5_pd230208.png,1854,Single object,True,v0.0.5_pd230208,Dalle,1854,t-shirt,t-shirt,True,Single object,,,
p1845_1_v0.0.5_pd230208.png,1845,Single object,True,v0.0.5_pd230208,Dalle,1845,diamond,diamond,True,Single object,,,
p1858_1_v0.0.5_pd230208.png,1858,Single object,True,v0.0.5_pd230208,Dalle,1858,mouse,mouse,True,Single object,,,
p1887_1_v0.0.5_pd230208.png,1887,Single object,True,v0.0.5_pd230208,Dalle,1887,tablet,tablet,True,Single object,,,
p1890_1_v0.0.5_pd230208.png,1890,Single object,True,v0.0.5_pd230208,Dalle,1890,hair drier,hair drier,True,Single object,,,
p1843_1_v0.0.5_pd230208.png,1843,Single object,True,v0.0.5_pd230208,Dalle,1843,spider,spider,True,Single object,,,
p1882_1_v0.0.5_pd230208.png,1882,Single object,True,v0.0.5_pd230208,Dalle,1882,phone,phone,True,Single object,,,
p1883_1_v0.0.5_pd230208.png,1883,Single object,True,v0.0.5_pd230208,Dalle,1883,bus,bus,True,Single object,,,
p1874_1_v0.0.5_pd230208.png,1874,Single object,True,v0.0.5_pd230208,Dalle,1874,helicopter,helicopter,True,Single object,,,
p1885_1_v0.0.5_pd230208.png,1885,Single object,True,v0.0.5_pd230208,Dalle,1885,cup,cup,True,Single object,,,
p1832_1_v0.0.5_pd230208.png,1832,Single object,True,v0.0.5_pd230208,Dalle,1832,ice cream,ice cream,True,Single object,,,
p1897_1_v0.0.5_pd230208.png,1897,Single object,True,v0.0.5_pd230208,Dalle,1897,airplane,airplane,True,Single object,,,
p1886_1_v0.0.5_pd230208.png,1886,Single object,True,v0.0.5_pd230208,Dalle,1886,belt,belt,True,Single object,,,
p1875_1_v0.0.5_pd230208.png,1875,Single object,True,v0.0.5_pd230208,Dalle,1875,clock,clock,True,Single object,,,
p1876_1_v0.0.5_pd230208.png,1876,Single object,True,v0.0.5_pd230208,Dalle,1876,shirt,shirt,True,Single object,,,
p1842_1_v0.0.5_pd230208.png,1842,Single object,True,v0.0.5_pd230208,Dalle,1842,tile,tile,True,Single object,,,
p1869_1_v0.0.5_pd230208.png,1869,Single object,True,v0.0.5_pd230208,Dalle,1869,fork,fork,True,Single object,,,
p1833_1_v0.0.5_pd230208.png,1833,Single object,True,v0.0.5_pd230208,Dalle,1833,snowman,snowman,True,Single object,,,
p1847_1_v0.0.5_pd230208.png,1847,Single object,True,v0.0.5_pd230208,Dalle,1847,cat,cat,True,Single object,,,
p1896_1_v0.0.5_pd230208.png,1896,Single object,True,v0.0.5_pd230208,Dalle,1896,kite,kite,True,Single object,,,
p1862_1_v0.0.5_pd230208.png,1862,Single object,True,v0.0.5_pd230208,Dalle,1862,dragon,dragon,True,Single object,,,
p1864_1_v0.0.5_pd230208.png,1864,Single object,True,v0.0.5_pd230208,Dalle,1864,balloon,balloon,True,Single object,,,
p1866_1_v0.0.5_pd230208.png,1866,Single object,True,v0.0.5_pd230208,Dalle,1866,swan,swan,True,Single object,,,
p1840_1_v0.0.5_pd230208.png,1840,Single object,True,v0.0.5_pd230208,Dalle,1840,kiwi,kiwi,True,Single object,,,
p1857_1_v0.0.5_pd230208.png,1857,Single object,True,v0.0.5_pd230208,Dalle,1857,medal,medal,True,Single object,,,
p1898_1_v0.0.5_pd230208.png,1898,Single object,True,v0.0.5_pd230208,Dalle,1898,cell phone,cell phone,True,Single object,,,
p1863_1_v0.0.5_pd230208.png,1863,Single object,False,v0.0.5_pd230208,Dalle,1863,banana,banana,True,Single object,,,
p1878_1_v0.0.5_pd230208.png,1878,Single object,True,v0.0.5_pd230208,Dalle,1878,crown,crown,True,Single object,,,
p1838_1_v0.0.5_pd230208.png,1838,Single object,True,v0.0.5_pd230208,Dalle,1838,elephant,elephant,True,Single object,,,
p1853_1_v0.0.5_pd230208.png,1853,Single object,False,v0.0.5_pd230208,Dalle,1853,coin,coin,True,Single object,,,
p1894_1_v0.0.5_pd230208.png,1894,Single object,True,v0.0.5_pd230208,Dalle,1894,chair,chair,True,Single object,,,
p1895_1_v0.0.5_pd230208.png,1895,Single object,True,v0.0.5_pd230208,Dalle,1895,keyboard,keyboard,True,Single object,,,
p1834_1_v0.0.5_pd230208.png,1834,Single object,True,v0.0.5_pd230208,Dalle,1834,anchovie,anchovie,True,Single object,,,
p1860_1_v0.0.5_pd230208.png,1860,Single object,True,v0.0.5_pd230208,Dalle,1860,brick,brick,True,Single object,,,
p1873_1_v0.0.5_pd230208.png,1873,Single object,True,v0.0.5_pd230208,Dalle,1873,tennis ball,tennis ball,True,Single object,,,
p1868_1_v0.0.5_pd230208.png,1868,Single object,True,v0.0.5_pd230208,Dalle,1868,mountain,mountain,True,Single object,,,
p1846_1_v0.0.5_pd230208.png,1846,Single object,True,v0.0.5_pd230208,Dalle,1846,dog,dog,True,Single object,,,
p1879_1_v0.0.5_pd230208.png,1879,Single object,True,v0.0.5_pd230208,Dalle,1879,drum,drum,True,Single object,,,
p1880_1_v0.0.5_pd230208.png,1880,Single object,True,v0.0.5_pd230208,Dalle,1880,bicycle,bicycle,True,Single object,,,
p1899_1_v0.0.5_pd230208.png,1899,Single object,True,v0.0.5_pd230208,Dalle,1899,skateboard,skateboard,True,Single object,,,
p1892_1_v0.0.5_pd230208.png,1892,Single object,True,v0.0.5_pd230208,Dalle,1892,cake,cake,True,Single object,,,
p1839_1_v0.0.5_pd230208.png,1839,Single object,True,v0.0.5_pd230208,Dalle,1839,snake,snake,True,Single object,,,
p1856_1_v0.0.5_pd230208.png,1856,Single object,True,v0.0.5_pd230208,Dalle,1856,gorilla,gorilla,True,Single object,,,
p1859_1_v0.0.5_pd230208.png,1859,Single object,True,v0.0.5_pd230208,Dalle,1859,butterfly,butterfly,True,Single object,,,
p1852_1_v0.0.5_pd230208.png,1852,Single object,False,v0.0.5_pd230208,Dalle,1852,stone,stone,True,Single object,,,
p1865_1_v0.0.5_pd230208.png,1865,Single object,True,v0.0.5_pd230208,Dalle,1865,giraffe,giraffe,True,Single object,,,
p1837_1_v0.0.5_pd230208.png,1837,Single object,True,v0.0.5_pd230208,Dalle,1837,bird,bird,True,Single object,,,
p1844_1_v0.0.5_pd230208.png,1844,Single object,True,v0.0.5_pd230208,Dalle,1844,owl,owl,True,Single object,,,
p1884_1_v0.0.5_pd230208.png,1884,Single object,True,v0.0.5_pd230208,Dalle,1884,scarf,scarf,True,Single object,,,
p1849_1_v0.0.5_pd230208.png,1849,Single object,True,v0.0.5_pd230208,Dalle,1849,feather,feather,True,Single object,,,
p1891_1_v0.0.5_pd230208.png,1891,Single object,True,v0.0.5_pd230208,Dalle,1891,bear,bear,True,Single object,,,
p1881_1_v0.0.5_pd230208.png,1881,Single object,True,v0.0.5_pd230208,Dalle,1881,sculpture,sculpture,True,Single object,,,
p1900_1_v0.0.5_pd230208.png,1900,Single object,True,v0.0.5_pd230208,Dalle,1900,teddy bear,teddy bear,True,Single object,,,
p1867_1_v0.0.5_pd230208.png,1867,Single object,True,v0.0.5_pd230208,Dalle,1867,leaf,leaf,True,Single object,,,
p1870_1_v0.0.5_pd230208.png,1870,Single object,True,v0.0.5_pd230208,Dalle,1870,treehouse,treehouse,True,Single object,,,
p1861_1_v0.0.5_pd230208.png,1861,Single object,True,v0.0.5_pd230208,Dalle,1861,spoon,spoon,True,Single object,,,
p1835_1_v0.0.5_pd230208.png,1835,Single object,True,v0.0.5_pd230208,Dalle,1835,tree,tree,True,Single object,,,
p1851_1_v0.0.5_pd230208.png,1851,Single object,True,v0.0.5_pd230208,Dalle,1851,fir tree,fir tree,True,Single object,,,
p1893_1_v0.0.5_pd230208.png,1893,Single object,True,v0.0.5_pd230208,Dalle,1893,bench,bench,True,Single object,,,
p1889_1_v0.0.5_pd230208.png,1889,Single object,True,v0.0.5_pd230208,Dalle,1889,cow,cow,True,Single object,,,
