File_name,Prompt_no,Task,Score,Dashboard_version,Algorithm
p2242_1_v0.0.5_pd230208.png,2242,Single object,True,v0.0.5_pd230228,Dalle
p153_1_v0.0.5_pd230208.png,153,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1840_1_v0.0.5_pd230208.png,1840,Single object,True,v0.0.5_pd230228,Dalle
p1856_1_v0.0.5_pd230208.png,1856,Single object,True,v0.0.5_pd230228,Dalle
p2106_1_v0.0.5_pd230208.png,2106,Single object,True,v0.0.5_pd230228,Dalle
p2110_1_v0.0.5_pd230208.png,2110,Single object,True,v0.0.5_pd230228,Dalle
p1838_1_v0.0.5_pd230208.png,1838,Single object,True,v0.0.5_pd230228,Dalle
p145_1_v0.0.5_pd230208.png,145,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2168_1_v0.0.5_pd230208.png,2168,Single object,True,v0.0.5_pd230228,Dalle
p88_1_v0.0.5_pd230208.png,88,Conditional generation,False,v0.0.5_pd230228,Dalle
p50_1_v0.0.5_pd230208.png,50,Conditional generation,False,v0.0.5_pd230228,Dalle
p279_1_v0.0.5_pd230208.png,279,Negation,False,v0.0.5_pd230228,Dalle
p2254_1_v0.0.5_pd230208.png,2254,Single object,True,v0.0.5_pd230228,Dalle
p217_1_v0.0.5_pd230208.png,217,Negation,False,v0.0.5_pd230228,Dalle
p1955_1_v0.0.5_pd230208.png,1955,Single object,True,v0.0.5_pd230228,Dalle
p2005_1_v0.0.5_pd230208.png,2005,Single object,True,v0.0.5_pd230228,Dalle
p2037_1_v0.0.5_pd230208.png,2037,Single object,True,v0.0.5_pd230228,Dalle
p1967_1_v0.0.5_pd230208.png,1967,Single object,True,v0.0.5_pd230228,Dalle
p2059_1_v0.0.5_pd230208.png,2059,Single object,True,v0.0.5_pd230228,Dalle
p1909_1_v0.0.5_pd230208.png,1909,Single object,True,v0.0.5_pd230228,Dalle
p2081_1_v0.0.5_pd230208.png,2081,Single object,True,v0.0.5_pd230228,Dalle
p62_1_v0.0.5_pd230208.png,62,Conditional generation,True,v0.0.5_pd230228,Dalle
p2182_1_v0.0.5_pd230208.png,2182,Single object,True,v0.0.5_pd230228,Dalle
p2266_1_v0.0.5_pd230208.png,2266,Single object,True,v0.0.5_pd230228,Dalle
p225_1_v0.0.5_pd230208.png,225,Negation,False,v0.0.5_pd230228,Dalle
p2208_1_v0.0.5_pd230208.png,2208,Single object,True,v0.0.5_pd230228,Dalle
p2134_1_v0.0.5_pd230208.png,2134,Single object,True,v0.0.5_pd230228,Dalle
p1864_1_v0.0.5_pd230208.png,1864,Single object,True,v0.0.5_pd230228,Dalle
p119_1_v0.0.5_pd230208.png,119,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p293_1_v0.0.5_pd230208.png,293,Negation,False,v0.0.5_pd230228,Dalle
p177_1_v0.0.5_pd230208.png,177,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p285_1_v0.0.5_pd230208.png,285,Negation,False,v0.0.5_pd230228,Dalle
p161_1_v0.0.5_pd230208.png,161,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2122_1_v0.0.5_pd230208.png,2122,Single object,True,v0.0.5_pd230228,Dalle
p1872_1_v0.0.5_pd230208.png,1872,Single object,True,v0.0.5_pd230228,Dalle
p233_1_v0.0.5_pd230208.png,233,Negation,False,v0.0.5_pd230228,Dalle
p2194_1_v0.0.5_pd230208.png,2194,Single object,True,v0.0.5_pd230228,Dalle
p2097_1_v0.0.5_pd230208.png,2097,Single object,True,v0.0.5_pd230228,Dalle
p2021_1_v0.0.5_pd230208.png,2021,Single object,True,v0.0.5_pd230228,Dalle
p2270_1_v0.0.5_pd230208.png,2270,Single object,True,v0.0.5_pd230228,Dalle
p1971_1_v0.0.5_pd230208.png,1971,Single object,True,v0.0.5_pd230228,Dalle
p1933_1_v0.0.5_pd230208.png,1933,Single object,True,v0.0.5_pd230228,Dalle
p2063_1_v0.0.5_pd230208.png,2063,Single object,True,v0.0.5_pd230228,Dalle
p1985_1_v0.0.5_pd230208.png,1985,Single object,True,v0.0.5_pd230228,Dalle
p195_1_v0.0.5_pd230208.png,195,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p271_1_v0.0.5_pd230208.png,271,Negation,False,v0.0.5_pd230228,Dalle
p2232_1_v0.0.5_pd230208.png,2232,Single object,True,v0.0.5_pd230228,Dalle
p1886_1_v0.0.5_pd230208.png,1886,Single object,True,v0.0.5_pd230228,Dalle
p36_1_v0.0.5_pd230208.png,36,Conditional generation,True,v0.0.5_pd230228,Dalle
p123_1_v0.0.5_pd230208.png,123,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p80_1_v0.0.5_pd230208.png,80,Conditional generation,True,v0.0.5_pd230228,Dalle
p2284_1_v0.0.5_pd230208.png,2284,Single object,True,v0.0.5_pd230228,Dalle
p1830_1_v0.0.5_pd230208.png,1830,Single object,True,v0.0.5_pd230228,Dalle
p2160_1_v0.0.5_pd230208.png,2160,Single object,True,v0.0.5_pd230228,Dalle
p1826_1_v0.0.5_pd230208.png,1826,Single object,True,v0.0.5_pd230228,Dalle
p2292_1_v0.0.5_pd230208.png,2292,Single object,True,v0.0.5_pd230228,Dalle
p2176_1_v0.0.5_pd230208.png,2176,Single object,True,v0.0.5_pd230228,Dalle
p96_1_v0.0.5_pd230208.png,96,Conditional generation,True,v0.0.5_pd230228,Dalle
p1848_1_v0.0.5_pd230208.png,1848,Single object,True,v0.0.5_pd230228,Dalle
p2118_1_v0.0.5_pd230208.png,2118,Single object,True,v0.0.5_pd230228,Dalle
p135_1_v0.0.5_pd230208.png,135,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p20_1_v0.0.5_pd230208.png,20,Conditional generation,False,v0.0.5_pd230228,Dalle
p209_1_v0.0.5_pd230208.png,209,Negation,False,v0.0.5_pd230228,Dalle
p1890_1_v0.0.5_pd230208.png,1890,Single object,True,v0.0.5_pd230228,Dalle
p183_1_v0.0.5_pd230208.png,183,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p267_1_v0.0.5_pd230208.png,267,Negation,False,v0.0.5_pd230228,Dalle
p1993_1_v0.0.5_pd230208.png,1993,Single object,True,v0.0.5_pd230228,Dalle
p2224_1_v0.0.5_pd230208.png,2224,Single object,True,v0.0.5_pd230228,Dalle
p1925_1_v0.0.5_pd230208.png,1925,Single object,True,v0.0.5_pd230228,Dalle
p2075_1_v0.0.5_pd230208.png,2075,Single object,True,v0.0.5_pd230228,Dalle
p1999_1_v0.0.5_pd230208.png,1999,Single object,True,v0.0.5_pd230228,Dalle
p300_1_v0.0.5_pd230208.png,300,Negation,False,v0.0.5_pd230228,Dalle
p2011_1_v0.0.5_pd230208.png,2011,Single object,True,v0.0.5_pd230228,Dalle
p1941_1_v0.0.5_pd230208.png,1941,Single object,True,v0.0.5_pd230228,Dalle
p2112_1_v0.0.5_pd230208.png,2112,Single object,True,v0.0.5_pd230228,Dalle
p1842_1_v0.0.5_pd230208.png,1842,Single object,True,v0.0.5_pd230228,Dalle
p151_1_v0.0.5_pd230208.png,151,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2298_1_v0.0.5_pd230208.png,2298,Single object,True,v0.0.5_pd230228,Dalle
p2240_1_v0.0.5_pd230208.png,2240,Single object,True,v0.0.5_pd230228,Dalle
p189_1_v0.0.5_pd230208.png,189,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p203_1_v0.0.5_pd230208.png,203,Negation,False,v0.0.5_pd230228,Dalle
p215_1_v0.0.5_pd230208.png,215,Negation,True,v0.0.5_pd230228,Dalle
p52_1_v0.0.5_pd230208.png,52,Conditional generation,False,v0.0.5_pd230228,Dalle
p2256_1_v0.0.5_pd230208.png,2256,Single object,True,v0.0.5_pd230228,Dalle
p147_1_v0.0.5_pd230208.png,147,Simple arithmetic,True,v0.0.5_pd230228,Dalle
p2238_1_v0.0.5_pd230208.png,2238,Single object,True,v0.0.5_pd230228,Dalle
p1854_1_v0.0.5_pd230208.png,1854,Single object,True,v0.0.5_pd230228,Dalle
p129_1_v0.0.5_pd230208.png,129,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2069_1_v0.0.5_pd230208.png,2069,Single object,True,v0.0.5_pd230228,Dalle
p1939_1_v0.0.5_pd230208.png,1939,Single object,True,v0.0.5_pd230228,Dalle
p2007_1_v0.0.5_pd230208.png,2007,Single object,True,v0.0.5_pd230228,Dalle
p1957_1_v0.0.5_pd230208.png,1957,Single object,True,v0.0.5_pd230228,Dalle
p2104_1_v0.0.5_pd230208.png,2104,Single object,True,v0.0.5_pd230228,Dalle
p1915_1_v0.0.5_pd230208.png,1915,Single object,True,v0.0.5_pd230228,Dalle
p2045_1_v0.0.5_pd230208.png,2045,Single object,True,v0.0.5_pd230228,Dalle
p1878_1_v0.0.5_pd230208.png,1878,Single object,True,v0.0.5_pd230228,Dalle
p2128_1_v0.0.5_pd230208.png,2128,Single object,True,v0.0.5_pd230228,Dalle
p105_1_v0.0.5_pd230208.png,105,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1816_1_v0.0.5_pd230208.png,1816,Single object,True,v0.0.5_pd230228,Dalle
p2146_1_v0.0.5_pd230208.png,2146,Single object,True,v0.0.5_pd230228,Dalle
p257_1_v0.0.5_pd230208.png,257,Negation,True,v0.0.5_pd230228,Dalle
p239_1_v0.0.5_pd230208.png,239,Negation,True,v0.0.5_pd230228,Dalle
p10_1_v0.0.5_pd230208.png,10,Conditional generation,False,v0.0.5_pd230228,Dalle
p2214_1_v0.0.5_pd230208.png,2214,Single object,True,v0.0.5_pd230228,Dalle
p2202_1_v0.0.5_pd230208.png,2202,Single object,True,v0.0.5_pd230228,Dalle
p2188_1_v0.0.5_pd230208.png,2188,Single object,True,v0.0.5_pd230228,Dalle
p241_1_v0.0.5_pd230208.png,241,Negation,False,v0.0.5_pd230228,Dalle
p299_1_v0.0.5_pd230208.png,299,Negation,False,v0.0.5_pd230228,Dalle
p2150_1_v0.0.5_pd230208.png,2150,Single object,True,v0.0.5_pd230228,Dalle
p113_1_v0.0.5_pd230208.png,113,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1903_1_v0.0.5_pd230208.png,1903,Single object,True,v0.0.5_pd230228,Dalle
p2053_1_v0.0.5_pd230208.png,2053,Single object,True,v0.0.5_pd230228,Dalle
p2301_1_v0.0.5_pd230208.png,2301,Single object,True,v0.0.5_pd230228,Dalle
p1987_1_v0.0.5_pd230208.png,1987,Single object,True,v0.0.5_pd230228,Dalle
p2061_1_v0.0.5_pd230208.png,2061,Single object,True,v0.0.5_pd230228,Dalle
p1931_1_v0.0.5_pd230208.png,1931,Single object,True,v0.0.5_pd230228,Dalle
p82_1_v0.0.5_pd230208.png,82,Conditional generation,False,v0.0.5_pd230228,Dalle
p2162_1_v0.0.5_pd230208.png,2162,Single object,True,v0.0.5_pd230228,Dalle
p1832_1_v0.0.5_pd230208.png,1832,Single object,True,v0.0.5_pd230228,Dalle
p2286_1_v0.0.5_pd230208.png,2286,Single object,True,v0.0.5_pd230228,Dalle
p121_1_v0.0.5_pd230208.png,121,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2230_1_v0.0.5_pd230208.png,2230,Single object,True,v0.0.5_pd230228,Dalle
p1884_1_v0.0.5_pd230208.png,1884,Single object,True,v0.0.5_pd230228,Dalle
p34_1_v0.0.5_pd230208.png,34,Conditional generation,False,v0.0.5_pd230228,Dalle
p273_1_v0.0.5_pd230208.png,273,Negation,False,v0.0.5_pd230228,Dalle
p197_1_v0.0.5_pd230208.png,197,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p265_1_v0.0.5_pd230208.png,265,Negation,True,v0.0.5_pd230228,Dalle
p181_1_v0.0.5_pd230208.png,181,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2248_1_v0.0.5_pd230208.png,2248,Single object,True,v0.0.5_pd230228,Dalle
p2226_1_v0.0.5_pd230208.png,2226,Single object,True,v0.0.5_pd230228,Dalle
p1892_1_v0.0.5_pd230208.png,1892,Single object,True,v0.0.5_pd230228,Dalle
p137_1_v0.0.5_pd230208.png,137,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1824_1_v0.0.5_pd230208.png,1824,Single object,True,v0.0.5_pd230228,Dalle
p2174_1_v0.0.5_pd230208.png,2174,Single object,True,v0.0.5_pd230228,Dalle
p2290_1_v0.0.5_pd230208.png,2290,Single object,True,v0.0.5_pd230228,Dalle
p159_1_v0.0.5_pd230208.png,159,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2019_1_v0.0.5_pd230208.png,2019,Single object,True,v0.0.5_pd230228,Dalle
p94_1_v0.0.5_pd230208.png,94,Conditional generation,False,v0.0.5_pd230228,Dalle
p1949_1_v0.0.5_pd230208.png,1949,Single object,True,v0.0.5_pd230228,Dalle
p2077_1_v0.0.5_pd230208.png,2077,Single object,True,v0.0.5_pd230228,Dalle
p1927_1_v0.0.5_pd230208.png,1927,Single object,True,v0.0.5_pd230228,Dalle
p1991_1_v0.0.5_pd230208.png,1991,Single object,True,v0.0.5_pd230228,Dalle
p2083_1_v0.0.5_pd230208.png,2083,Single object,True,v0.0.5_pd230228,Dalle
p1965_1_v0.0.5_pd230208.png,1965,Single object,True,v0.0.5_pd230228,Dalle
p2035_1_v0.0.5_pd230208.png,2035,Single object,True,v0.0.5_pd230228,Dalle
p1808_1_v0.0.5_pd230208.png,1808,Single object,True,v0.0.5_pd230228,Dalle
p175_1_v0.0.5_pd230208.png,175,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p291_1_v0.0.5_pd230208.png,291,Negation,False,v0.0.5_pd230228,Dalle
p1866_1_v0.0.5_pd230208.png,1866,Single object,True,v0.0.5_pd230228,Dalle
p2158_1_v0.0.5_pd230208.png,2158,Single object,True,v0.0.5_pd230228,Dalle
p227_1_v0.0.5_pd230208.png,227,Negation,False,v0.0.5_pd230228,Dalle
p249_1_v0.0.5_pd230208.png,249,Negation,False,v0.0.5_pd230228,Dalle
p2136_1_v0.0.5_pd230208.png,2136,Single object,True,v0.0.5_pd230228,Dalle
p60_1_v0.0.5_pd230208.png,60,Conditional generation,True,v0.0.5_pd230228,Dalle
p2264_1_v0.0.5_pd230208.png,2264,Single object,True,v0.0.5_pd230228,Dalle
p2180_1_v0.0.5_pd230208.png,2180,Single object,True,v0.0.5_pd230228,Dalle
p2272_1_v0.0.5_pd230208.png,2272,Single object,True,v0.0.5_pd230228,Dalle
p2196_1_v0.0.5_pd230208.png,2196,Single object,True,v0.0.5_pd230228,Dalle
p76_1_v0.0.5_pd230208.png,76,Conditional generation,False,v0.0.5_pd230228,Dalle
p231_1_v0.0.5_pd230208.png,231,Negation,False,v0.0.5_pd230228,Dalle
p1870_1_v0.0.5_pd230208.png,1870,Single object,True,v0.0.5_pd230228,Dalle
p2120_1_v0.0.5_pd230208.png,2120,Single object,True,v0.0.5_pd230228,Dalle
p163_1_v0.0.5_pd230208.png,163,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p287_1_v0.0.5_pd230208.png,287,Negation,False,v0.0.5_pd230228,Dalle
p1973_1_v0.0.5_pd230208.png,1973,Single object,True,v0.0.5_pd230228,Dalle
p2023_1_v0.0.5_pd230208.png,2023,Single object,True,v0.0.5_pd230228,Dalle
p2095_1_v0.0.5_pd230208.png,2095,Single object,True,v0.0.5_pd230228,Dalle
p2130_1_v0.0.5_pd230208.png,2130,Single object,True,v0.0.5_pd230228,Dalle
p173_1_v0.0.5_pd230208.png,173,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1860_1_v0.0.5_pd230208.png,1860,Single object,True,v0.0.5_pd230228,Dalle
p297_1_v0.0.5_pd230208.png,297,Negation,False,v0.0.5_pd230228,Dalle
p2186_1_v0.0.5_pd230208.png,2186,Single object,True,v0.0.5_pd230228,Dalle
p2262_1_v0.0.5_pd230208.png,2262,Single object,True,v0.0.5_pd230228,Dalle
p221_1_v0.0.5_pd230208.png,221,Negation,False,v0.0.5_pd230228,Dalle
p2085_1_v0.0.5_pd230208.png,2085,Single object,True,v0.0.5_pd230228,Dalle
p2033_1_v0.0.5_pd230208.png,2033,Single object,True,v0.0.5_pd230228,Dalle
p1963_1_v0.0.5_pd230208.png,1963,Single object,True,v0.0.5_pd230228,Dalle
p2025_1_v0.0.5_pd230208.png,2025,Single object,True,v0.0.5_pd230228,Dalle
p1975_1_v0.0.5_pd230208.png,1975,Single object,True,v0.0.5_pd230228,Dalle
p2093_1_v0.0.5_pd230208.png,2093,Single object,True,v0.0.5_pd230228,Dalle
p237_1_v0.0.5_pd230208.png,237,Negation,False,v0.0.5_pd230228,Dalle
p259_1_v0.0.5_pd230208.png,259,Negation,False,v0.0.5_pd230228,Dalle
p2190_1_v0.0.5_pd230208.png,2190,Single object,True,v0.0.5_pd230228,Dalle
p2274_1_v0.0.5_pd230208.png,2274,Single object,True,v0.0.5_pd230228,Dalle
p2148_1_v0.0.5_pd230208.png,2148,Single object,True,v0.0.5_pd230228,Dalle
p1818_1_v0.0.5_pd230208.png,1818,Single object,True,v0.0.5_pd230228,Dalle
p281_1_v0.0.5_pd230208.png,281,Negation,False,v0.0.5_pd230228,Dalle
p165_1_v0.0.5_pd230208.png,165,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1876_1_v0.0.5_pd230208.png,1876,Single object,True,v0.0.5_pd230228,Dalle
p2126_1_v0.0.5_pd230208.png,2126,Single object,True,v0.0.5_pd230228,Dalle
p127_1_v0.0.5_pd230208.png,127,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2280_1_v0.0.5_pd230208.png,2280,Single object,True,v0.0.5_pd230228,Dalle
p2164_1_v0.0.5_pd230208.png,2164,Single object,True,v0.0.5_pd230228,Dalle
p1834_1_v0.0.5_pd230208.png,1834,Single object,True,v0.0.5_pd230228,Dalle
p3_1_v0.0.5_pd230208.png,3,Conditional generation,False,v0.0.5_pd230228,Dalle
p149_1_v0.0.5_pd230208.png,149,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p84_1_v0.0.5_pd230208.png,84,Conditional generation,True,v0.0.5_pd230228,Dalle
p191_1_v0.0.5_pd230208.png,191,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p275_1_v0.0.5_pd230208.png,275,Negation,True,v0.0.5_pd230228,Dalle
p1882_1_v0.0.5_pd230208.png,1882,Single object,True,v0.0.5_pd230228,Dalle
p32_1_v0.0.5_pd230208.png,32,Conditional generation,True,v0.0.5_pd230228,Dalle
p2236_1_v0.0.5_pd230208.png,2236,Single object,True,v0.0.5_pd230228,Dalle
p1981_1_v0.0.5_pd230208.png,1981,Single object,True,v0.0.5_pd230228,Dalle
p1959_1_v0.0.5_pd230208.png,1959,Single object,True,v0.0.5_pd230228,Dalle
p2258_1_v0.0.5_pd230208.png,2258,Single object,True,v0.0.5_pd230228,Dalle
p2009_1_v0.0.5_pd230208.png,2009,Single object,True,v0.0.5_pd230228,Dalle
p1937_1_v0.0.5_pd230208.png,1937,Single object,True,v0.0.5_pd230228,Dalle
p2067_1_v0.0.5_pd230208.png,2067,Single object,True,v0.0.5_pd230228,Dalle
p1921_1_v0.0.5_pd230208.png,1921,Single object,True,v0.0.5_pd230228,Dalle
p2071_1_v0.0.5_pd230208.png,2071,Single object,True,v0.0.5_pd230228,Dalle
p1997_1_v0.0.5_pd230208.png,1997,Single object,True,v0.0.5_pd230228,Dalle
p1894_1_v0.0.5_pd230208.png,1894,Single object,True,v0.0.5_pd230228,Dalle
p2220_1_v0.0.5_pd230208.png,2220,Single object,True,v0.0.5_pd230228,Dalle
p24_1_v0.0.5_pd230208.png,24,Conditional generation,True,v0.0.5_pd230228,Dalle
p187_1_v0.0.5_pd230208.png,187,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p263_1_v0.0.5_pd230208.png,263,Negation,False,v0.0.5_pd230228,Dalle
p92_1_v0.0.5_pd230208.png,92,Conditional generation,False,v0.0.5_pd230228,Dalle
p2296_1_v0.0.5_pd230208.png,2296,Single object,True,v0.0.5_pd230228,Dalle
p1822_1_v0.0.5_pd230208.png,1822,Single object,True,v0.0.5_pd230228,Dalle
p2172_1_v0.0.5_pd230208.png,2172,Single object,True,v0.0.5_pd230228,Dalle
p131_1_v0.0.5_pd230208.png,131,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p289_1_v0.0.5_pd230208.png,289,Negation,False,v0.0.5_pd230228,Dalle
p2140_1_v0.0.5_pd230208.png,2140,Single object,True,v0.0.5_pd230228,Dalle
p1810_1_v0.0.5_pd230208.png,1810,Single object,True,v0.0.5_pd230228,Dalle
p103_1_v0.0.5_pd230208.png,103,Simple arithmetic,True,v0.0.5_pd230228,Dalle
p2212_1_v0.0.5_pd230208.png,2212,Single object,True,v0.0.5_pd230228,Dalle
p16_1_v0.0.5_pd230208.png,16,Conditional generation,False,v0.0.5_pd230228,Dalle
p2198_1_v0.0.5_pd230208.png,2198,Single object,True,v0.0.5_pd230228,Dalle
p251_1_v0.0.5_pd230208.png,251,Negation,False,v0.0.5_pd230228,Dalle
p78_1_v0.0.5_pd230208.png,78,Conditional generation,False,v0.0.5_pd230228,Dalle
p2043_1_v0.0.5_pd230208.png,2043,Single object,True,v0.0.5_pd230228,Dalle
p1913_1_v0.0.5_pd230208.png,1913,Single object,True,v0.0.5_pd230228,Dalle
p2055_1_v0.0.5_pd230208.png,2055,Single object,True,v0.0.5_pd230228,Dalle
p1905_1_v0.0.5_pd230208.png,1905,Single object,True,v0.0.5_pd230228,Dalle
p247_1_v0.0.5_pd230208.png,247,Negation,False,v0.0.5_pd230228,Dalle
p229_1_v0.0.5_pd230208.png,229,Negation,True,v0.0.5_pd230228,Dalle
p2204_1_v0.0.5_pd230208.png,2204,Single object,True,v0.0.5_pd230228,Dalle
p1868_1_v0.0.5_pd230208.png,1868,Single object,True,v0.0.5_pd230228,Dalle
p1806_1_v0.0.5_pd230208.png,1806,Single object,True,v0.0.5_pd230228,Dalle
p115_1_v0.0.5_pd230208.png,115,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2138_1_v0.0.5_pd230208.png,2138,Single object,True,v0.0.5_pd230228,Dalle
p2156_1_v0.0.5_pd230208.png,2156,Single object,True,v0.0.5_pd230228,Dalle
p157_1_v0.0.5_pd230208.png,157,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p1844_1_v0.0.5_pd230208.png,1844,Single object,True,v0.0.5_pd230228,Dalle
p2114_1_v0.0.5_pd230208.png,2114,Single object,True,v0.0.5_pd230228,Dalle
p139_1_v0.0.5_pd230208.png,139,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p205_1_v0.0.5_pd230208.png,205,Negation,False,v0.0.5_pd230228,Dalle
p2228_1_v0.0.5_pd230208.png,2228,Single object,True,v0.0.5_pd230228,Dalle
p42_1_v0.0.5_pd230208.png,42,Conditional generation,False,v0.0.5_pd230228,Dalle
p2246_1_v0.0.5_pd230208.png,2246,Single object,True,v0.0.5_pd230228,Dalle
p2079_1_v0.0.5_pd230208.png,2079,Single object,True,v0.0.5_pd230228,Dalle
p1929_1_v0.0.5_pd230208.png,1929,Single object,True,v0.0.5_pd230228,Dalle
p1947_1_v0.0.5_pd230208.png,1947,Single object,True,v0.0.5_pd230228,Dalle
p2017_1_v0.0.5_pd230208.png,2017,Single object,True,v0.0.5_pd230228,Dalle
p1951_1_v0.0.5_pd230208.png,1951,Single object,True,v0.0.5_pd230228,Dalle
p1989_1_v0.0.5_pd230208.png,1989,Single object,True,v0.0.5_pd230228,Dalle
p2001_1_v0.0.5_pd230208.png,2001,Single object,True,v0.0.5_pd230228,Dalle
p2250_1_v0.0.5_pd230208.png,2250,Single object,True,v0.0.5_pd230228,Dalle
p199_1_v0.0.5_pd230208.png,199,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p54_1_v0.0.5_pd230208.png,54,Conditional generation,False,v0.0.5_pd230228,Dalle
p213_1_v0.0.5_pd230208.png,213,Negation,False,v0.0.5_pd230228,Dalle
p1852_1_v0.0.5_pd230208.png,1852,Single object,True,v0.0.5_pd230228,Dalle
p2102_1_v0.0.5_pd230208.png,2102,Single object,True,v0.0.5_pd230228,Dalle
p141_1_v0.0.5_pd230208.png,141,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2288_1_v0.0.5_pd230208.png,2288,Single object,True,v0.0.5_pd230228,Dalle
p219_1_v0.0.5_pd230208.png,219,Negation,False,v0.0.5_pd230228,Dalle
p30_1_v0.0.5_pd230208.png,30,Conditional generation,False,v0.0.5_pd230228,Dalle
p1880_1_v0.0.5_pd230208.png,1880,Single object,True,v0.0.5_pd230228,Dalle
p2234_1_v0.0.5_pd230208.png,2234,Single object,True,v0.0.5_pd230228,Dalle
p277_1_v0.0.5_pd230208.png,277,Negation,False,v0.0.5_pd230228,Dalle
p193_1_v0.0.5_pd230208.png,193,Simple arithmetic,False,v0.0.5_pd230228,Dalle
p2166_1_v0.0.5_pd230208.png,2166,Single object,True,v0.0.5_pd230228,Dalle
p1_1_v0.0.5_pd230208.png,1,Conditional generation,False,v0.0.5_pd230228,Dalle
p1836_1_v0.0.5_pd230208.png,1836,Single object,True,v0.0.5_pd230228,Dalle
p2282_1_v0.0.5_pd230208.png,2282,Single object,True,v0.0.5_pd230228,Dalle
p86_1_v0.0.5_pd230208.png,86,Conditional generation,False,v0.0.5_pd230228,Dalle
p2108_1_v0.0.5_pd230208.png,2108,Single object,True,v0.0.5_pd230228,Dalle
